filename	label	span_ini	span_end	term	code	sem_rel	is_abbrev	is_composite	need_context
es-S1139-76322016000300015-1	SINTOMA	1177	1204	desgarro en base del cordón	373680009	EXACT	False	False	False
es-S1698-69462006000100006-1	SINTOMA	616	632	desgaste oclusal	10017004	EXACT	False	False	False
es-S1137-66272016000300010-1	SINTOMA	669	681	deshidratada	34095006	EXACT	False	False	False
es-S0211-57352013000300011-1	SINTOMA	2547	2560	desinhibición	247973004	EXACT	False	False	False
es-S0212-71992004001100006-1	SINTOMA	1570	1596	desorientada temporalmente	19657006	EXACT	False	False	False
es-S1134-80462009000200004-1	SINTOMA	841	913	desplazamiento caudal de las amígdalas cerebelosas por el orificio magno	414400006	EXACT	False	False	False
es-S1130-01082009000500007-1	SINTOMA	689	736	desplazamiento de todos los órganos abdominales	249561001	NARROW	False	False	True
es-S1698-44472004000200012-1	SINTOMA	981	1004	desplazamiento dentario	405258007	EXACT	False	False	False
es-S1698-44472004000400011-1	SINTOMA	964	1015	desplazamiento lateral de las raíces de los dientes	109677007	NARROW	False	False	False
es-S1130-05582003000600004-2	SINTOMA	1499	1540	destrucción del tabique intersinuso-nasal	80142000	NARROW	False	False	False
es-S2254-28842014000200009-1	SINTOMA	1222	1253	desviación de la comisura bucal	235106005	NARROW	False	False	False
es-S0213-12852003000500002-1	SINTOMA	1465	1500	desviación de la línea media dental	1231489009	EXACT	False	False	False
es-S1135-76062005000100002-1	SINTOMA	2759	2806	desviación de la línea media hacia la izquierda	299728009	EXACT	False	False	True
es-S0376-78922008000400008-1	SINTOMA	185	208	desviación de la mirada	45030009	NARROW	False	False	False
es-S1130-05582003000600004-2	SINTOMA	349	380	desviación de la pirámide nasal	249316004	EXACT	False	False	False
es-S0211-57352013000300011-1	SINTOMA	3235	3316	deterioro cognitivo tanto en memoria operativa como en velocidad de procesamiento	386806002	NARROW	False	False	False
es-S0365-66912008000700010-1	SINTOMA	879	894	deterioro de AV	170728008	EXACT	True	False	True
es-S0211-69952013000200018-1	SINTOMA	1297	1323	deterioro de función renal	314983004	EXACT	False	False	False
es-S0210-56912009000800006-3	SINTOMA	1034	1053	deterioro de la PIC	28073009	NARROW	True	False	True
es-S0210-48062005000400012-1	SINTOMA	588	617	deterioro del estado general,	285384003	EXACT	False	False	False
es-S0211-69952013000200019-2	SINTOMA	147	184	deterioro progresivo de función renal	314983004	EXACT	False	False	False
es-S0210-56912009000800006-3	SINTOMA	231	264	deterioro respiratorio progresivo	80954004	NARROW	False	False	False
es-S1138-123X2006000200007-1	SINTOMA	1216	1270	diapneusia antiestética en la comisura labial inferior	109803005	NARROW	False	False	False
es-S1130-01082010000700014-1	SINTOMA	184	234	diarrea, en ocasiones acompañadas de moco y sangre	95545007	EXACT	False	False	False
es-S1130-05582015000400005-1	SINTOMA	63	85	dificultad de fonación	286246003	EXACT	False	False	False
es-S1887-85712014000100005-1	SINTOMA	152	194	dificultad en la articulación del lenguaje	286279003	EXACT	False	False	False
es-S1130-14732005000300004-1	SINTOMA	4473	4523	dificultad motora en ambas extremidades superiores	15634971000119107	EXACT	False	False	False
es-S0365-66912007000100009-1	SINTOMA	260	302	dificultad para abrir los párpados del ojo	366010006	NARROW	False	False	False
es-S0211-69952016000600552-1	SINTOMA	2861	2889	dificultad para la deglución	399122003	EXACT	False	False	False
es-S1130-14732005000600009-1	SINTOMA	159	184	dificultad para la marcha	9589009	EXACT	False	False	False
es-S0365-66912006000900010-1	SINTOMA	1391	1433	dificultad para realizar tareas cotidianas	365031000	NARROW	False	False	False
es-S1134-80462005000300004-1	SINTOMA	944	973	dificultades para la erección	276364001	EXACT	False	False	False
es-S1130-05582015000400005-1	SINTOMA	725	751	dificultades respiratorias	230145002	EXACT	False	False	False
es-S2254-28842014000200009-1	SINTOMA	536	562	dificultan la deambulación	9589009	EXACT	False	False	False
es-S1698-69462006000100006-1	SINTOMA	851	870	digestiones pesadas	87548005	EXACT	False	False	False
es-S1130-01082009000400015-1	SINTOMA	429	484	dilatación de las vías biliares intra- y extrahepáticas	1082431000119108	NARROW	False	False	True
es-S1130-01082009000500007-1	SINTOMA	570	619	dilatación gigante del recto y el colon izquierdo	23298002	NARROW	False	False	False
es-S0211-69952009000600023-1	SINTOMA	2524	2555	dilatación y tortuosidad venosa	12856003	NARROW	False	False	False
es-S0365-66912008000700010-1	SINTOMA	278	333	diplopía binocular en elevación, levo y dextroversiones	246655008	EXACT	False	False	False
es-S1887-85712014000100005-1	SINTOMA	723	750	diplopía binocular vertical	246655008	NARROW	False	False	False
es-S0365-66912007000100009-1	SINTOMA	573	590	diplopia vertical	24982008	EXACT	False	False	False
es-S1130-01082005001200011-1	SINTOMA	2054	2068	disartria leve	8011004	EXACT	False	False	False
es-S1134-80462014000500004-1	SINTOMA	4301	4312	disestesias	79151009	EXACT	False	False	False
es-S1130-14732005000300004-1	SINTOMA	615	658	disestesias en hombro y extremidad superior	298750003	NARROW	False	False	False
es-S0212-71992008000700009-1	SINTOMA	796	804	disfonia	16617009	EXACT	False	False	False
es-S1699-695X2015000300013-1	SINTOMA	787	797	dismetrías	32566006	EXACT	False	False	False
es-S1887-85712014000100005-1	SINTOMA	878	888	dismetrías	32566006	EXACT	False	False	False
es-S0365-66912007000200009-1	SINTOMA	80	129	disminución brusca de la agudeza visual de su ojo	170728008	EXACT	False	False	False
es-S1130-05582015000400005-1	SINTOMA	2994	3042	disminución considerable del tamaño de la lengua	249380003	NARROW	False	False	False
es-S0365-66912012000300005-1	SINTOMA	53	90	disminución de agudeza visual del ojo	170728008	EXACT	False	False	False
es-S0212-71992004001100006-1	SINTOMA	1698	1741	disminución de agudeza visual en ambos ojos	170728008	EXACT	False	False	False
es-S0004-06142008000400011-2	SINTOMA	430	459	disminución de flujo vascular	21762000	EXACT	False	False	False
es-S1889-836X2015000400006-1	SINTOMA	757	778	disminución de fuerza	26544005	EXACT	False	False	False
es-S1699-695X2015000300013-1	SINTOMA	651	688	disminución de fuerza en los miembros	713514005	EXACT	False	False	False
es-S0211-69952016000600552-1	SINTOMA	1421	1451	disminución de gammaglobulinas	131137002	EXACT	False	False	False
es-S0365-66912007000900010-1	SINTOMA	227	275	disminución de la agudeza visual (AV) unilateral	170728008	EXACT	True	False	False
es-S1130-05582014000400006-2	SINTOMA	1004	1077	disminución de la luz de las vías aéreas de la región cervical y torácica	248554005	NARROW	False	False	True
es-S0211-57352011000400009-1	SINTOMA	4040	4080	disminución de la osmolaridad plasmática	267447008	EXACT	False	False	False
es-S1887-85712016000100005-1	SINTOMA	1309	1338	Disminución de la temperatura	71200009	NARROW	False	False	True
es-S1137-66272012000300024-1	SINTOMA	1746	1785	disminución de sus niveles plaquetarios	415116008	EXACT	False	False	False
es-S0365-66912007000700011-1	SINTOMA	72	134	disminución de visión en su ojo izquierdo, de aparición brusca	337541000119105	EXACT	False	False	False
es-S1139-76322016000400018-1	SINTOMA	2518	2550	disminución del calibre traqueal	233786002	EXACT	False	False	False
es-S1134-80462015000200005-1	SINTOMA	1144	1217	disminución del grosor de los espacios intersomáticos en L4-L5 y en L5-S1	129139009	NARROW	False	False	False
es-S1135-76062013000200010-1	SINTOMA	1076	1103	disminución del hematocrito	165414004	EXACT	False	False	False
es-S0211-69952012000700028-1	SINTOMA	800	833	disminución del ritmo de diuresis	718403007	EXACT	False	False	False
es-S0210-56912011000200009-1	SINTOMA	410	444	disminución del ruido respiratorio	58840004	EXACT	False	False	True
es-S1139-76322016000400018-1	SINTOMA	2972	3023	disminución en la intensidad del ruido inspiratorio	58840004	NARROW	False	False	False
es-S0212-71992005000600008-1	SINTOMA	617	673	disminución generalizada de fuerza en las 4 extremidades	713514005	NARROW	False	False	False
es-S0211-69952012000700028-1	SINTOMA	1665	1722	disminución porcentual de albúmina sin picos monoclonales	127355002	NARROW	False	False	False
es-S0365-66912012000500003-1	SINTOMA	148	202	disminución progresiva de agudeza visual en ambos ojos	218951000119100	EXACT	False	False	False
es-S0211-69952009000600023-1	SINTOMA	1581	1613	dismuncion moderada de la visión	397542006	EXACT	False	False	False
es-S0212-71992005000500009-1	SINTOMA	113	130	dísnea progresiva	230145002	EXACT	False	False	False
es-S0212-71992005000600008-1	SINTOMA	2079	2105	distensión aérea abdominal	271835004	EXACT	False	False	False
es-S1888-75462015000400006-1	SINTOMA	1874	1907	distensión de la bursa ilio-psoas	726220000	NARROW	False	False	False
es-S0376-78922008000400008-1	SINTOMA	1681	1690	distermia	103002009	EXACT	False	False	False
es-S1130-14732005000300004-1	SINTOMA	1420	1449	distorsión del cordón medular	76107001	NARROW	False	False	True
es-S1130-14732005000300004-1	SINTOMA	1616	1657	distorsiona la musculatura laterocervical	298391004	EXACT	False	False	True
es-S0210-48062007000300014-1	SINTOMA	598	628	Distribución de vello androide	247537000	EXACT	False	False	True
es-S0378-48352004001000003-1	SINTOMA	2039	2063	DNA del VHB fue negativo	406010001	EXACT	True	False	True
es-S0378-48352004001000003-1	SINTOMA	1249	1265	DNA VHB positivo	165806002	EXACT	True	False	True
es-S1130-05582009000600004-1	SINTOMA	1148	1173	doble contorno mandibular	724623005	NARROW	False	False	True
es-S1134-80462005000300004-1	SINTOMA	340	373	dolor a hombros, brazos y piernas	9972008	NARROW	False	False	True
es-S1134-80462009000500006-1	SINTOMA	1127	1145	dolor a la flexión	298255009	NARROW	False	False	False
es-S1888-75462015000400006-1	SINTOMA	634	675	dolor a la flexión, aducción y rotaciones	298255009	EXACT	False	False	False
es-S1889-836X2015000200005-2	SINTOMA	690	725	dolor a la movilización del antepié	299513007	NARROW	False	False	False
es-S1699-695X2015000200010-1	SINTOMA	1016	1085	dolor a la palpación a nivel de la articulación radio-carpiana distal	299017002	NARROW	False	False	False
es-S1130-01082009000900012-1	SINTOMA	425	473	dolor a la palpación abdominal en flanco derecho	301404009	EXACT	False	False	False
es-S1887-85712012000400006-1	SINTOMA	543	580	dolor a la palpación de manera difusa	247348008	EXACT	False	False	True
es-S1888-75462015000400006-1	SINTOMA	969	1008	dolor a la palpación de puntos ciáticos	838412000	NARROW	False	False	False
es-S1888-75462015000400006-1	SINTOMA	1095	1141	dolor a la palpación en la cintilla iliotibial	299372009	NARROW	False	False	False
es-S1888-75462015000400006-1	SINTOMA	563	621	dolor a la palpación en tercio medio de la región inguinal	102570003	EXACT	False	False	False
es-S0376-78922007000300006-3	SINTOMA	294	366	dolor a la palpación sobre el trayecto tendinoso flexor del segundo dedo	423417009	NARROW	False	False	False
es-S0212-71992005000600008-1	SINTOMA	734	778	Dolor a la percusión de la columna vertebral	48926009	NARROW	False	False	False
S0004-06142006000500002-2	SINTOMA	37	65	dolor a nivel de hipogastrio	162053006	EXACT	False	False	False
es-S1887-85712012000400006-1	SINTOMA	85	118	dolor abdominal continuo y difuso	102614006	EXACT	False	False	False
es-S1139-76322009000700016-1	SINTOMA	1053	1114	Dolor abdominal difuso a la palpación en epigastrio y flancos	440220007	NARROW	False	False	False
es-S0004-06142008000300012-1	SINTOMA	58	115	dolor abdominal difuso con mayor intensidad en epigastrio	79922009	EXACT	False	False	False
es-S1137-66272012000300024-1	SINTOMA	570	597	dolor abdominal epigástrico	79922009	EXACT	False	False	False
es-S1137-66272016000300010-1	SINTOMA	204	231	dolor abdominal epigástrico	79922009	EXACT	False	False	False
es-S0004-06142008000300012-1	SINTOMA	558	628	dolor abdominal generalizado a la palpación, más intenso en epigastrio	301403003	NARROW	False	False	False
es-S1130-01082009000400015-1	SINTOMA	211	252	dolor abdominal localizado en mesogastrio	162046002	EXACT	False	False	False
es-S1130-01082010000200011-1	SINTOMA	192	244	dolor abdominal más intenso en fosa iliaca izquierda	162052001	EXACT	False	False	False
es-S0004-06142008000300012-1	SINTOMA	202	240	dolor aumenta con la tos e inspiración	427146008	EXACT	False	False	False
es-S1134-80462009000500006-1	SINTOMA	410	448	dolor basal continuo en la zona lumbar	40709005	EXACT	False	False	False
es-S1134-80462009000500006-1	SINTOMA	410	468	dolor basal continuo en la zona lumbar, de intensidad leve	40709005	EXACT	False	False	False
es-S1130-14732005000300004-1	SINTOMA	516	539	dolor cervical moderado	81680005	EXACT	False	False	False
es-S1130-01082006000900014-1	SINTOMA	247	282	dolor cólico en hipocondrio derecho	301367001	EXACT	False	False	False
es-S1139-76322016000300009-1	SINTOMA	510	541	dolor con el ascenso testicular	63901009	EXACT	False	False	True
es-S0376-78922007000300006-3	SINTOMA	369	407	dolor con la extensión pasiva del dedo	299112005	NARROW	False	False	False
es-S1888-75462015000400006-1	SINTOMA	136	174	dolor con práctica de ejercicio físico	427341007	EXACT	False	False	False
es-S0004-06142008000500009-1	SINTOMA	267	306	dolor continuo en región iliaca y sacra	703619001	NARROW	False	False	False
es-S1134-80462005000300004-1	SINTOMA	2315	2360	dolor continuo, de intensidad moderada-severa	426206001	EXACT	False	False	False
es-S1134-80462009000500006-1	SINTOMA	84	111	dolor crónico por lumbalgia	278860009	EXACT	False	False	False
es-S1698-69462006000100006-1	SINTOMA	833	849	dolor de espalda	399194009	EXACT	False	False	False
es-S1130-05582008000400004-1	SINTOMA	224	239	dolor del muslo	10601006	NARROW	False	False	False
es-S1130-01082008000200010-1	SINTOMA	631	668	Dolor difuso a la palpación abdominal	440220007	EXACT	False	False	False
es-S1699-695X2015000200010-1	SINTOMA	66	88	dolor en ambas muñecas	56608008	EXACT	False	False	False
es-S0213-12852003000500002-1	SINTOMA	107	131	dolor en área mandibular	274667000	EXACT	False	False	False
es-S1135-76062014000100006-1	SINTOMA	212	234	dolor en el epigastrio	79922009	EXACT	False	False	False
es-S1130-01082005001100016-1	SINTOMA	61	124	dolor en epigastrio-hipocondrio derecho irradiado a la escápula	301367001	NARROW	False	False	False
es-S0004-06142008000400013-1	SINTOMA	196	218	dolor en fosas renales	274279008	EXACT	False	False	False
es-S0210-48062004000800009-1	SINTOMA	252	274	dolor en fosas renales	274279008	EXACT	False	False	False
es-S1130-14732005000300004-1	SINTOMA	4312	4373	dolor en hemifacies izquierda irradiado a extremidad superior	425677008	NARROW	False	False	False
es-S0212-16112010000600024-1	SINTOMA	131	158	dolor en la región inguinal	102570003	EXACT	False	False	False
es-S1130-14732005000600009-1	SINTOMA	321	349	dolor en miembros inferiores	10601006	EXACT	False	False	False
es-S0212-71992008000700009-1	SINTOMA	82	94	dolor en ojo	41652007	EXACT	False	False	False
es-S0213-12852003000500002-1	SINTOMA	848	970	dolor en región submandibular bilateral, de tres días de evolución, que ahora se irradia a zona precordial y a la garganta	274667000	NARROW	False	False	False
es-S1134-80462009000100005-1	SINTOMA	591	605	dolor gástrico	79922009	EXACT	False	False	False
es-S0213-12852003000500002-1	SINTOMA	1162	1204	dolor ha sido resistente a los analgésicos	14040001000004109	EXACT	False	False	False
es-S0212-71992005001100007-1	SINTOMA	193	219	dolor intenso en hemitórax	102588006	EXACT	False	False	False
es-S0376-78922009000400011-1	SINTOMA	128	152	dolor intenso y quemante	103013007	EXACT	False	False	False
es-S0213-12852007000100002-1	SINTOMA	369	418	dolor leve, divulgado en la zona del tercer molar	27355003	NARROW	False	False	False
es-S0004-06142008000300011-1	SINTOMA	251	293	dolor lumbar que se le irradia a testículo	40709005	NARROW	False	False	False
es-S1137-66272015000200019-2	SINTOMA	585	634	dolor más intenso a la palpación del borde costal	102591006	EXACT	False	False	False
es-S1134-80462014000500004-1	SINTOMA	3093	3109	dolor más severo	76948002	EXACT	False	False	False
es-S1889-836X2015000200005-2	SINTOMA	462	486	dolor mecánico en el pie	47933007	NARROW	False	False	False
es-S1698-69462006000100006-1	SINTOMA	664	691	dolor muscular masticatorio	699682009	EXACT	False	False	False
es-S1698-44472004000400011-1	SINTOMA	275	314	dolor ocasional e hinchazón de la encía	11114002	EXACT	False	False	False
es-S1134-80462009000200004-1	SINTOMA	482	497	dolor occipital	297128006	EXACT	False	False	False
es-S1134-80462009000200004-1	SINTOMA	655	670	dolor occipital	297128006	EXACT	False	False	False
es-S1888-75462015000400006-1	SINTOMA	1336	1356	dolor para la marcha	428264009	EXACT	False	False	False
es-S1130-01082009000200016-1	SINTOMA	85	125	dolor persistente en fosa iliaca derecha	162051008	EXACT	False	False	False
es-S1130-01082007000400010-1	SINTOMA	3251	3291	dolor persistente en hipocondrio derecho	301367001	EXACT	False	False	False
es-S0211-69952011000100019-1	SINTOMA	413	445	dolor pleurítico en el hemitórax	2237002	EXACT	False	False	False
es-S1698-69462006000100003-1	SINTOMA	109	165	dolor producido por una lesión exofítica en mucosa yugal	473008002	EXACT	False	False	False
es-S1134-80462009000500006-1	SINTOMA	623	710	dolor se localizaba en la zona dorsolumbar con irradiación hacia el área inguinogenital	40709005	NARROW	False	False	False
es-S1134-80462014000500004-1	SINTOMA	3228	3260	dolor severo a nivel de escápula	20793008	EXACT	False	False	False
es-S1134-80462015000500005-1	SINTOMA	85	127	dolor tipo escozor en la zona del omóplato	20793008	EXACT	False	False	False
es-S1887-85712016000100005-1	SINTOMA	466	486	dolor torácico agudo	102587001	EXACT	False	False	False
es-S0210-56912011000200009-1	SINTOMA	171	195	dolor torácico bilateral	29857009	EXACT	False	False	False
es-S1137-66272013000100023-1	SINTOMA	428	471	dolor torácico transfixivo de inicio súbito	371030007	EXACT	False	False	False
es-S0004-06142008000500009-1	SINTOMA	461	515	dolor y defensa a la palpación profunda de fosa lumbar	838412000	EXACT	False	False	False
es-S1887-85712016000100005-1	SINTOMA	885	994	dolor y formación de hematoma en cara volar de antebrazo derecho en relación a zona de punción de cateterismo	774133001	NARROW	False	False	False
es-S0376-78922007000300006-3	SINTOMA	77	114	dolor y tumefacción en el dedo índice	299060006	EXACT	False	False	False
es-S1887-85712016000100005-1	SINTOMA	1142	1192	Dolor, exacerbado con la extensión pasiva de dedos	299072000	EXACT	False	False	False
es-S1134-80462009000100005-1	SINTOMA	114	134	dolores en la pierna	10601006	EXACT	False	False	False
es-S0213-12852006000600002-1	SINTOMA	4448	4469	dolores generalizados	82991003	EXACT	False	False	False
es-S0365-66912007000900010-1	SINTOMA	318	334	dolores oculares	41652007	EXACT	False	False	False
es-S1889-836X2015000400006-1	SINTOMA	246	267	dolores óseos difusos	12584003	EXACT	False	False	False
es-S0004-06142008000500009-1	SINTOMA	526	580	dolorimiento a la percusión y palpación de fosa lumbar	838412000	EXACT	False	False	False
es-S1130-01082009000300015-1	SINTOMA	1014	1031	doloroso al tacto	247328001	EXACT	False	False	False
es-S0212-16112010000100017-1	SINTOMA	2539	2554	drenaje quiloso	395132000	EXACT	False	False	False
es-S0365-66912007000200011-1	SINTOMA	589	622	drusas duras en el polo posterior	420501001	EXACT	False	False	False
es-S0365-66912007000200009-1	SINTOMA	771	807	drusas duras sobre arcadas vasulares	420501001	EXACT	False	False	False
es-S1135-76062005000100002-1	SINTOMA	3813	3870	duramadre estaba fuertemente adherida a la calota craneal	193071004	NARROW	False	False	False
es-S1139-76322016000400018-1	SINTOMA	2760	2786	ecocardiografía fue normal	169240004	EXACT	False	False	False
es-S1139-76322009000100006-1	SINTOMA	2156	2178	ecocardiografía normal	169240004	EXACT	False	False	False
es-S1139-76322016000300015-1	SINTOMA	1037	1071	ecografía abdominal que fue normal	163133003	NARROW	False	False	False
es-S1137-66272013000100024-1	SINTOMA	534	589	ecografía de caderas con distensión de cápsula articula	118935006	NARROW	False	False	False
es-S1130-01082009000500007-1	SINTOMA	483	519	ecografía ginecológica, son normales	1157297002	NARROW	False	False	False
es-S0210-48062004000200011-1	SINTOMA	1313	1355	Ecografía renal y vesical sin alteraciones	163352001	NARROW	False	False	False
es-S0365-66912008000700010-1	SINTOMA	137	159	edema blando palpebral	193967004	EXACT	False	False	False
es-S1889-836X2015000200005-2	SINTOMA	2035	2103	edema de 1er y 3er MTT, de huesos cuneiforme, escafoides y astrágalo	102576009	EXACT	False	False	False
es-S0212-71992008000700009-1	SINTOMA	363	385	edema de la conjuntiva	84178004	EXACT	False	False	False
S0004-06142007000600012-1	SINTOMA	1118	1150	edema de los miembros inferiores	102572006	EXACT	False	False	False
es-S0376-78922009000400011-1	SINTOMA	832	856	edema de tejidos blandos	95322002	NARROW	False	False	False
es-S1889-836X2015000200005-2	SINTOMA	970	994	edema de tejidos blandos	95322002	NARROW	False	False	False
es-S1888-75462015000400006-1	SINTOMA	2226	2259	edema en acetábulo anterosuperior	118935006	NARROW	False	False	True
es-S0212-71992004001100006-1	SINTOMA	1420	1443	edema en ambos párpados	15732321000119108	EXACT	False	False	False
es-S0376-78922008000400008-1	SINTOMA	1923	1937	edema laríngeo	51599000	EXACT	False	False	False
es-S0365-66912010000700004-1	SINTOMA	917	954	edema macular difuso severo bilateral	15639231000119102	EXACT	False	False	False
es-S0365-66912007000100010-1	SINTOMA	465	489	edema palpebral superior	700339006	EXACT	False	False	False
es-S0004-06142008000300012-1	SINTOMA	2394	2410	edema periportal	76281005	NARROW	False	False	False
es-S1139-76322016000400018-1	SINTOMA	1208	1227	edema postraumático	7939003	NARROW	False	False	True
es-S0212-71992000001200006-1	SINTOMA	2164	2180	edema vasogénico	230759001	EXACT	False	False	True
es-S0211-69952012000700028-1	SINTOMA	1007	1046	edemas con fóvea en miembros inferiores	102572006	NARROW	False	False	False
es-S0365-66912010000700004-1	SINTOMA	1208	1229	edemas de las piernas	449707004	EXACT	False	False	False
es-S0210-48062004000200011-1	SINTOMA	2515	2548	edemas de los miembros inferiores	102572006	EXACT	False	False	False
es-S0365-66912010000700004-1	SINTOMA	800	838	edemas periféricos en las extremidades	424372002	EXACT	False	False	False
es-S1888-75462016000400180-1	SINTOMA	1035	1069	edematización del miembro superior	102558002	EXACT	False	False	False
es-S0211-69952013000200019-2	SINTOMA	516	545	edematización inguinoescrotal	88995000	NARROW	False	False	False
es-S0211-69952015000600014-2	SINTOMA	493	519	efecto masa en hipogastrio	84454003	NARROW	False	False	False
es-S0211-57352013000300011-1	SINTOMA	1579	1619	efecto masa sobre el sistema ventricular	59540003	NARROW	False	False	True
es-S1135-76062014000100006-1	SINTOMA	285	326	electrocardiograma se informó como normal	164854000	EXACT	False	False	False
es-S0211-69952013000200018-1	SINTOMA	1821	1867	electroencefalograma (EEG), que fue patológico	274521009	EXACT	True	False	False
es-S0211-69952014000400019-1	SINTOMA	658	705	Electroencefalograma con enlentecimiento difuso	251471009	EXACT	False	False	False
es-S0365-66912007000200011-1	SINTOMA	1111	1187	electrooculograma siendo su resultado dentro de los límites de la normalidad	1231193005	EXACT	False	False	False
es-S0213-12852007000100002-1	SINTOMA	779	840	elemento 2.8 presentaba zonas de radiotransparente aumentadas	125134006	NARROW	False	False	True
es-S2340-98942015000100005-1	SINTOMA	413	432	elevación de CA 125	432519008	EXACT	False	False	False
es-S0210-48062009000300013-1	SINTOMA	683	706	Elevación de creatinina	166717003	EXACT	False	False	False
es-S1134-80462015000200005-1	SINTOMA	1858	1888	elevación de enzimas hepáticas	707724006	EXACT	False	False	False
es-S1130-01082010000200011-1	SINTOMA	2658	2691	elevación de enzimas pancreáticas	443828007	EXACT	False	False	False
es-S1134-80462009000500006-1	SINTOMA	2586	2618	elevación de lactodeshidrogenasa	396697000	EXACT	False	False	False
es-S0210-48062007001000004-1	SINTOMA	1332	1348	elevación de LDH	396697000	EXACT	True	False	True
es-S1698-44472004000400012-1	SINTOMA	2400	2445	elevación de los niveles de alfa-fetoproteina	399643001	EXACT	False	False	False
es-S0365-66912008000700010-1	SINTOMA	897	913	elevación de PIO	112222000	EXACT	True	False	True
es-S0211-69952016000600552-1	SINTOMA	1795	1843	elevación de ST de 1mm en todas las derivaciones	76388001	NARROW	False	False	False
es-S1137-66272009000500016-1	SINTOMA	1947	1969	elevación del amoniaco	9360008	EXACT	False	False	False
es-S1130-01082007000400010-1	SINTOMA	809	826	elevación del CEA	445201008	EXACT	True	False	True
es-S0210-48062004000200011-1	SINTOMA	1056	1081	elevación del fibrinógeno	123791008	EXACT	False	False	False
es-S0378-48352004001000003-1	SINTOMA	2310	2327	elevación del PSA	396152005	EXACT	True	False	True
es-S1130-14732006000200011-1	SINTOMA	1857	1896	elevación y erosión de la tabla externa	788917000	NARROW	False	False	True
es-S1130-05582015000400005-1	SINTOMA	151	167	elevada estatura	248328003	EXACT	False	False	False
es-S0365-66912007000900016-1	SINTOMA	6	14	emétrope	45089002	EXACT	False	False	False
es-S0213-12852006000600002-1	SINTOMA	2265	2302	en la zona incisal, una protuberancia	235013007	NARROW	False	False	True
es-S0365-66912004001000008-1	SINTOMA	312	361	en OD se observaba una masa pigmentada redondeada	300849006	NARROW	True	False	True
es-S0210-48062009000200019-1	SINTOMA	1524	1562	enema opaco, que no aporta información	168838006	EXACT	False	False	False
es-S0365-66912009001100005-3	SINTOMA	319	377	engrosamiento bien delimitado, homogéneo e isodenso del NO	77157004	NARROW	True	False	True
es-S0212-71992004001100006-1	SINTOMA	2657	2687	engrosamiento de calota difuso	788954009	EXACT	False	False	True
es-S1130-01082007000700011-1	SINTOMA	636	715	engrosamiento de la pared esofágica en tercio inferior y unión esófago gástrica	37657006	NARROW	False	False	False
es-S0365-66912007000900010-1	SINTOMA	908	940	engrosamiento de la pared ocular	422272001	NARROW	False	False	True
es-S1137-66272013000200023-1	SINTOMA	306	339	engrosamiento de la pared vesical	42643001	NARROW	False	False	True
es-S0210-48062005000400012-1	SINTOMA	1377	1407	engrosamiento de pared vesical	42643001	NARROW	False	False	False
es-S0211-69952012000700028-1	SINTOMA	2414	2449	engrosamiento de pliegues gástricos	29384001	NARROW	False	False	True
es-S0004-06142008000300012-1	SINTOMA	1934	1969	engrosamiento de pliegues gástricos	29384001	NARROW	False	False	False
es-S1134-80462009000200004-1	SINTOMA	917	953	engrosamiento difuso de las meninges	15758002	NARROW	False	False	False
es-S1137-66272016000200010-1	SINTOMA	701	754	engrosamiento en la pared de ciego y colon ascendente	128524007	NARROW	False	False	False
es-S0365-66912007000900010-1	SINTOMA	1284	1384	engrosamiento escleral de aspecto nodular que captaba el contraste en la zona postero-interna del OI	16000031000119101	NARROW	True	False	False
es-S0365-66912012000500003-1	SINTOMA	790	819	engrosamiento escleral difuso	33064008	NARROW	False	False	False
es-S1134-80462009000200004-1	SINTOMA	1450	1472	engrosamiento meníngeo	15758002	NARROW	False	False	False
es-S0212-71992004001100006-1	SINTOMA	2718	2795	engrosamiento meníngeo-dural disperso más marcado en región frontal izquierda	15758002	NARROW	False	False	False
es-S0211-69952015000600014-2	SINTOMA	540	564	engrosamiento peritoneal	95550001	EXACT	False	False	True
es-S0365-66912012000500003-1	SINTOMA	1708	1736	enrojecimiento de ambos ojos	12241791000119109	EXACT	False	False	False
es-S1137-66272012000100017-1	SINTOMA	481	529	enrojecimiento en la zona de extracción dentaria	110342004	NARROW	False	False	False
es-S0212-71992000001200006-1	SINTOMA	1490	1549	enteropatógenos y toxina de Clostridium difficile negativos	309306009	NARROW	False	False	False
es-S0210-48062007000300014-1	SINTOMA	2004	2023	epidídimos normales	300503008	EXACT	False	False	False
S0004-06142007000200017-1	SINTOMA	658	705	Epidídimos y cordones sin hallazgos patológicos	300503008	EXACT	False	False	False
es-S1130-05582010000200004-1	SINTOMA	2053	2103	episodio inflamatorio fistulizado en hemimandíbula	714751007	NARROW	False	False	False
es-S1134-80462014000500004-1	SINTOMA	2765	2784	episodios dolorosos	39565009	EXACT	False	False	False
es-S2254-28842014000200009-1	SINTOMA	698	707	Epistaxis	249366005	EXACT	False	False	False
es-S0210-48062007000300014-1	SINTOMA	340	360	Erecciones matutinas	248772002	EXACT	False	False	False
es-S1139-76322015000400012-1	SINTOMA	614	626	eritema leve	444827008	EXACT	False	False	False
es-S1139-76322014000100006-1	SINTOMA	32	92	eritema y edema en la hemicara derecha, y el brazo y la mano	95320005	NARROW	False	False	False
es-S1130-14732005000300004-1	SINTOMA	1765	1797	erosión de la masa lateral de C2	262522002	NARROW	False	False	False
